@ATTRIBUTE 1	 REAL
0.022087,0.571429,0.333333,0.500000,0.024862,0.000000,0.000000,0.000000,0.000000,0.000000,0.020875,0.495419,0.333333,0.500000,0.023618,0.008123,0.297872,0.375000,0.190476,0.008349,0.911858,0.923422,0.694472,0.950311,0.679501,0.840664,0.755940,0.766174,0.449270,0.153340,0.361991,0.117733,0.724564,0.426418,0.021794,0.559706,0.922162,0.947771,0.723953,0.966932,0.285714,0.383838,0.000000,0.014933,0.011893,0.029976,LOW	%docid = GX234-41-12695861 inc = 1 prob = 0.298063
0.103810,0.428571,0.333333,0.500000,0.106077,0.000000,0.000000,0.000000,0.000000,0.000000,0.102447,0.428571,0.333333,0.500000,0.105028,0.056615,0.361702,0.187500,0.428571,0.056976,0.830982,0.605715,0.745115,0.627152,0.467250,0.150435,0.493212,0.071260,0.638798,0.241821,0.363410,0.185574,0.595106,0.206160,0.010883,0.228747,0.831216,0.619924,0.745462,0.636218,0.571429,0.767677,0.000000,0.020461,0.003964,0.010791,HIGH	%docid = GX236-77-6583677 inc = 0.0758541101093886 prob = 0.314574
0.017670,0.285714,0.333333,0.500000,0.019337,0.000000,0.000000,0.000000,0.000000,0.000000,0.017135,0.284792,0.333333,0.500000,0.019338,0.009813,0.148936,0.375000,0.190476,0.009865,0.817276,0.778389,0.613478,0.847343,0.746076,0.917797,0.999247,0.970719,0.449270,0.153340,0.361991,0.117733,0.724564,0.426418,0.021794,0.559706,0.865710,0.826738,0.649470,0.874831,0.285714,0.323232,0.000000,0.008139,0.001982,0.019185,LOW	%docid = GX236-92-10964728 inc = 1 prob = 0.266265
0.017118,0.285714,0.333333,0.500000,0.018785,0.000000,0.000000,0.000000,0.000000,0.000000,0.016095,0.285714,0.333333,0.500000,0.018402,0.008248,0.106383,0.375000,0.190476,0.008249,0.894262,0.878533,0.657631,0.916101,0.770541,0.214403,0.312733,0.148982,0.449270,0.153340,0.361991,0.117733,0.724564,0.426418,0.021794,0.559706,0.897119,0.884794,0.668077,0.919568,0.285714,0.343434,0.000000,0.008626,0.004955,0.023981,LOW	%docid = GX236-97-3633607 inc = 1 prob = 0.266769
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.042553,0.000000,0.190476,1.000000,0.769806,0.598180,0.757674,0.661491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.775378,0.614120,0.758389,0.670588,0.285714,0.252525,0.000000,0.000311,0.000991,0.000000,HIGH	%docid = GX238-84-14970521 inc = 1 prob = 0.134756
0.060188,0.000000,0.000000,0.500000,0.060221,0.000000,0.000000,0.000000,0.000000,0.000000,0.050653,0.000000,0.000000,0.500000,0.051018,0.050927,0.148936,0.000000,0.333333,0.050913,0.953105,0.865842,0.893689,0.880355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.640911,0.196164,0.015245,0.344215,0.957388,0.873353,0.894734,0.885392,0.142857,0.363636,0.000000,0.001150,0.008920,0.000000,LOW	%docid = GX240-03-16173730 inc = 1 prob = 0.194712
0.001104,0.000000,0.333333,0.500000,0.001657,0.000000,0.000000,0.000000,0.000000,0.000000,0.001295,0.000000,0.333333,0.500000,0.002445,0.000224,0.000000,0.062500,0.238095,0.000000,0.339833,0.349245,0.197937,0.264306,0.000000,0.000000,0.000000,0.000000,0.888747,0.382130,0.364357,0.293102,0.694355,0.373889,0.019609,0.480785,0.375219,0.365982,0.237596,0.266005,0.428571,0.323232,0.000000,0.000000,0.000000,0.001199,LOW	%docid = GX249-71-15250431 inc = 1 prob = 0.114362
0.168415,0.000000,0.000000,0.000000,0.167956,0.000000,0.000000,0.000000,0.000000,0.000000,0.169667,0.000000,0.000000,0.000000,0.169696,0.132608,0.085106,0.000000,0.190476,0.132464,0.771028,0.515610,0.704002,0.636552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.774664,0.533255,0.703704,0.645538,0.285714,0.272727,0.000000,0.000146,0.000991,0.000000,HIGH	%docid = GX250-52-8361039 inc = 0.0466972172533773 prob = 0.160136
0.298730,0.142857,0.000000,0.000000,0.298895,0.000000,0.000000,0.000000,0.000000,0.000000,0.303889,0.142857,0.000000,0.000000,0.304819,0.256099,0.021277,0.000000,0.333333,0.255982,0.710712,0.403532,0.594960,0.518863,1.000000,0.362813,0.008279,0.236012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.715507,0.424320,0.594351,0.529353,0.571429,0.626263,0.000000,0.000770,0.000991,0.000000,LOW	%docid = GX253-59-11056838 inc = 1 prob = 0.141978
0.152402,0.000000,0.000000,0.000000,0.151934,0.000000,0.000000,0.000000,0.000000,0.000000,0.140810,0.000000,0.000000,0.000000,0.139419,0.285860,0.106383,0.000000,0.095238,0.285725,0.745057,0.540924,0.684472,0.616713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.749396,0.558267,0.684863,0.626385,0.142857,0.191919,0.000000,0.000138,0.000991,0.000000,LOW	%docid = GX254-46-5102811 inc = 0.0186140222886336 prob = 0.269984
0.000000,0.000000,0.333333,0.500000,0.000552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000152,0.000000,0.333333,0.500000,0.001299,0.000000,0.042553,0.062500,0.571429,0.000000,0.229189,0.403476,0.116151,0.339878,0.000000,0.000000,0.000000,0.000000,0.888747,0.382130,0.364357,0.293102,0.537486,0.048884,0.004350,0.083314,0.341425,0.328178,0.197808,0.234468,0.714286,0.666667,0.000000,0.001584,0.001982,0.000000,NONE	%docid = GX255-45-13289749 inc = 1 prob = 0.0849883
0.067366,0.142857,0.000000,0.000000,0.067403,0.000000,0.000000,0.000000,0.000000,0.000000,0.067189,0.142857,0.000000,0.000000,0.067660,0.120808,0.234043,0.000000,0.190476,0.120835,0.675404,0.437633,0.551124,0.468387,0.264080,0.057574,0.000751,0.008264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680802,0.457419,0.550733,0.479855,0.285714,0.282828,0.000000,0.000324,0.000991,0.000000,HIGH	%docid = GX256-85-15564040 inc = 1 prob = 0.235254
0.114301,0.000000,0.000000,0.000000,0.113812,0.000000,0.000000,0.000000,0.000000,0.000000,0.115746,0.000000,0.000000,0.000000,0.115804,0.117181,0.021277,0.000000,0.285714,0.117008,0.710533,0.418944,0.606132,0.511401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.714930,0.439100,0.605193,0.521729,0.571429,0.373737,0.000000,0.001191,0.002973,0.000000,LOW	%docid = GX257-15-10021772 inc = 0.0257305338703009 prob = 0.0989136
0.000000,0.000000,0.333333,1.000000,0.001105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000152,0.000000,0.333333,1.000000,0.001872,0.000025,0.000000,0.062500,0.619048,0.000000,0.228496,0.350688,0.116031,0.296370,0.000000,0.000000,0.000000,0.000000,0.888747,0.382130,0.364357,0.293102,0.806330,0.694449,0.982563,0.559706,0.362033,0.346413,0.220154,0.252229,0.714286,0.757576,0.000000,0.000000,0.000000,0.001199,NONE	%docid = GX258-16-8426155 inc = 1 prob = 0.100664
0.123136,0.000000,0.000000,0.000000,0.122652,0.000000,0.000000,0.000000,0.000000,0.000000,0.088462,0.000000,0.000000,0.000000,0.086898,0.047970,0.042553,0.000000,0.285714,0.047807,0.937059,0.976078,1.000000,0.971225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.938851,0.979627,1.000000,0.974165,0.571429,0.323232,0.000000,0.000729,0.000991,0.000000,NONE	%docid = GX261-73-1450490 inc = 1 prob = 0.208643
0.003865,0.000000,0.000000,0.000000,0.003315,0.000000,0.000000,0.000000,0.000000,0.000000,0.003258,0.000000,0.000000,0.000000,0.003204,0.026084,0.063830,0.000000,0.285714,0.025941,0.404707,0.289434,0.363276,0.490128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.408093,0.311682,0.362409,0.499734,0.285714,0.181818,0.000000,0.000571,0.000991,0.000000,NONE	%docid = GX265-06-14889292 inc = 0.0428075921199618 prob = 0.0216862
0.221977,0.285714,0.000000,0.500000,0.223204,0.000000,0.000000,0.000000,0.000000,0.000000,0.219784,0.285714,0.000000,0.500000,0.221141,0.187335,0.085106,0.000000,0.238095,0.187228,0.812680,0.621108,0.765370,0.687774,0.863220,0.299695,0.313486,0.170176,0.000000,0.000000,0.000000,0.000000,0.694355,0.373889,0.019609,0.480785,0.816172,0.636581,0.766244,0.696712,0.285714,0.252525,0.000000,0.000931,0.001982,0.000000,LOW	%docid = GX265-66-0282836 inc = 1 prob = 0.317533
0.006074,0.000000,0.000000,0.500000,0.006077,0.000000,0.000000,0.000000,0.000000,0.000000,0.006436,0.000000,0.000000,0.500000,0.007031,0.003056,0.021277,0.000000,0.238095,0.002833,0.390529,0.191626,0.293545,0.193292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.694355,0.373889,0.019609,0.480785,0.398603,0.224645,0.299822,0.210117,0.285714,0.292929,0.000000,0.000291,0.000991,0.000000,NONE	%docid = GX270-01-6761389 inc = 0.00782946640225705 prob = 0.0921079
0.002209,0.000000,0.000000,0.000000,0.001657,0.000000,0.000000,0.000000,0.000000,0.000000,0.001863,0.000000,0.000000,0.000000,0.001843,0.010210,0.063830,0.000000,0.333333,0.010088,0.521629,0.400888,0.351733,0.606433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.521107,0.415224,0.350582,0.610010,0.428571,0.424242,0.000000,0.000219,0.000991,0.000000,NONE	%docid = GX270-23-13264819 inc = 0.116402402221235 prob = 0.0156562
0.663722,0.000000,0.000000,0.000000,0.663536,0.000000,0.000000,0.000000,0.000000,0.000000,0.654226,0.000000,0.000000,0.000000,0.653562,0.596810,0.000000,0.000000,0.142857,0.596646,0.831846,0.683027,0.839966,0.729043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.836962,0.696507,0.840672,0.737077,0.142857,0.080808,0.000000,0.000000,0.000000,0.000000,HIGH	%docid = GX272-52-14408887 inc = 0.116402402221235 prob = 0.227504
0.826087,1.000000,1.000000,0.000000,0.832536,0.000000,0.000000,0.000000,0.000000,0.000000,0.918505,1.000000,1.000000,0.000000,0.924681,0.685737,0.538462,0.571429,0.000000,0.686386,0.875804,0.835916,0.921256,0.941064,0.745235,0.504482,1.000000,0.787647,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.896029,0.893424,0.921823,0.944177,0.000000,0.000000,0.000000,0.395275,1.000000,0.636364,LOW	%docid = GX002-51-12785403 inc = 0.0177387883407853 prob = 0.171854
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.714286,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.469697,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX046-41-3028059 inc = 1 prob = 0.0163781
0.024155,0.000000,0.000000,0.000000,0.023923,0.000000,0.000000,0.000000,0.000000,0.000000,0.025233,0.000000,0.000000,0.000000,0.024953,0.092356,0.000000,0.142857,0.200000,0.091182,0.417697,0.363887,0.439499,0.724057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.434865,0.429552,0.439812,0.733422,0.666667,0.166667,0.000000,0.045414,0.000000,0.000000,NONE	%docid = GX090-89-4089951 inc = 1 prob = 0.137511
0.091787,0.000000,0.000000,0.000000,0.090909,0.000000,0.000000,0.000000,0.000000,0.000000,0.108714,0.000000,0.000000,0.000000,0.107461,0.015445,0.076923,1.000000,1.000000,0.016564,1.000000,1.000000,0.716242,0.968808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.711731,0.936414,1.000000,1.000000,0.000000,0.560617,0.750000,1.000000,NONE	%docid = GX094-03-5426910 inc = 1 prob = 0.169617
0.130435,0.000000,0.000000,0.000000,0.129187,0.000000,0.000000,0.000000,0.000000,0.000000,0.123305,0.000000,0.000000,0.000000,0.121845,1.000000,0.076923,0.000000,0.400000,1.000000,0.193580,0.392544,0.541980,0.565125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.219897,0.461798,0.543269,0.586522,1.000000,0.530303,0.000000,0.038016,0.000000,0.000000,NONE	%docid = GX230-65-13513372 inc = 0.0016598560684376 prob = 0.112313
0.492754,1.000000,0.000000,0.000000,0.497608,0.000000,0.000000,0.000000,0.000000,0.000000,0.355790,0.763050,0.000000,0.000000,0.357607,0.453270,1.000000,0.571429,0.300000,0.455119,0.606559,0.761031,0.834310,0.903887,0.382351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.625591,0.819778,0.835251,0.908081,0.333333,0.242424,0.000000,1.000000,0.000000,0.090909,NONE	%docid = GX233-42-16276862 inc = 0.00491270034745779 prob = 0.0901909
1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,1.000000,1.000000,0.909850,0.076923,0.000000,0.600000,0.910080,0.872868,0.910803,1.000000,1.000000,1.000000,1.000000,0.630575,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.893833,0.966027,1.000000,1.000000,0.333333,0.409091,0.000000,0.062392,0.000000,0.000000,NONE	%docid = GX262-87-11772191 inc = 1 prob = 0.482963
0.428099,0.000000,0.000000,0.000000,0.425249,0.000000,0.000000,0.000000,0.000000,0.000000,0.066582,0.000000,0.000000,0.000000,0.047999,0.589977,0.833333,0.000000,0.800000,0.590301,0.064512,0.069541,0.078319,0.061138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063672,0.067701,0.077251,0.059907,0.000000,0.692308,0.000000,0.242135,0.096774,1.000000,NONE	%docid = GX007-36-11324756 inc = 0.00179927611060364 prob = 0.0851319
0.046281,0.000000,1.000000,0.000000,0.046512,0.000000,0.000000,0.000000,0.000000,0.000000,0.101647,0.000000,1.000000,0.000000,0.103726,0.034296,0.000000,0.555556,0.200000,0.034201,0.990868,1.000000,0.806889,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.987248,1.000000,0.834439,1.000000,0.333333,0.076923,0.000000,0.814013,1.000000,0.774194,NONE	%docid = GX026-02-10278601 inc = 1 prob = 0.356284
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.011840,1.000000,0.555556,0.200000,0.012353,0.885115,0.833166,0.507656,0.884449,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.896150,0.840858,0.555315,0.885580,0.333333,0.115385,0.000000,0.000000,0.000000,0.806452,NONE	%docid = GX030-54-10939241 inc = 0.00743247601510821 prob = 0.113454
0.001653,0.000000,1.000000,0.000000,0.001661,0.000000,0.000000,0.000000,0.000000,0.000000,0.021308,0.000000,1.000000,0.000000,0.021819,0.000000,0.166667,0.555556,0.200000,0.000000,1.000000,0.867602,0.537444,0.913338,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.866958,0.580255,0.907222,0.333333,0.115385,0.000000,0.025161,0.000000,0.645161,NONE	%docid = GX030-59-14968963 inc = 1 prob = 0.1519
0.256198,0.000000,0.666667,0.000000,0.255814,0.000000,0.000000,0.000000,0.000000,0.000000,0.271383,0.000000,0.592957,0.000000,0.267765,0.154231,0.666667,0.333333,0.600000,0.154569,0.768180,0.921814,1.000000,0.917435,0.000000,0.000000,0.000000,0.000000,0.699686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.748309,0.907272,1.000000,0.906684,0.333333,0.192308,0.000000,1.000000,0.419355,0.032258,NONE	%docid = GX031-47-8126591 inc = 0.0204536443675481 prob = 0.224403
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.333333,0.333333,0.000000,1.000000,0.616913,0.752790,0.982536,0.692752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.604539,0.740579,0.978942,0.684454,0.000000,0.000000,0.000000,0.113298,0.000000,0.225806,LOW	%docid = GX048-96-14109543 inc = 1 prob = 0.319968
0.480992,0.000000,0.000000,0.000000,0.478405,0.000000,0.000000,0.000000,0.000000,0.000000,0.488757,0.000000,0.000000,0.000000,0.479820,0.549964,0.500000,0.111111,0.400000,0.549974,0.496803,0.510014,0.695929,0.539868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484542,0.501695,0.693290,0.533162,0.000000,0.153846,0.000000,0.000420,0.000000,0.290323,NONE	%docid = GX059-07-1516764 inc = 1 prob = 0.0717021
0.522314,0.000000,0.000000,0.000000,0.519934,0.000000,0.000000,0.000000,0.000000,0.000000,0.142020,0.000000,0.000000,0.000000,0.124820,0.793712,0.166667,1.000000,1.000000,0.794691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.520776,0.064516,0.000000,NONE	%docid = GX227-66-5937873 inc = 0.00162829519382265 prob = 0.0870585
0.112360,0.000000,0.666667,0.000000,0.104651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.453543,0.000000,0.000000,0.239205,0.000000,1.000000,0.000000,0.241285,0.278152,0.515447,0.052880,0.690243,0.000000,0.000000,0.000000,0.000000,0.323559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.270603,0.504610,0.013761,0.678732,0.000000,0.000000,0.000000,0.000000,0.000000,0.976190,NONE	%docid = GX000-01-5670382 inc = 1 prob = 0.0897452
0.786517,0.666667,0.666667,0.000000,0.825581,0.000000,0.000000,0.000000,0.000000,0.000000,0.120737,0.482061,0.453543,0.000000,0.122369,0.926662,1.000000,0.875000,0.428571,0.933698,0.000000,0.531897,0.510579,0.673695,0.315425,0.000000,0.000000,0.029039,0.350274,0.036172,0.000380,0.018457,0.000000,0.000000,0.000000,0.000000,0.000000,0.504577,0.493474,0.651778,0.500000,0.650000,0.000000,0.013532,0.034483,0.000000,LOW	%docid = GX008-39-0006701 inc = 0.010213600279049 prob = 0.498243
0.752809,0.000000,0.000000,0.000000,0.744186,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.953393,0.250000,0.625000,0.857143,0.956938,0.954738,0.647970,0.758665,0.736691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.932835,0.604107,0.735717,0.703704,0.750000,0.625000,0.000000,0.266778,0.655172,1.000000,LOW	%docid = GX008-63-5388874 inc = 0.011719896823709 prob = 0.345371
0.359551,1.000000,1.000000,0.000000,0.406977,0.000000,0.000000,0.000000,0.000000,0.000000,0.297306,1.000000,1.000000,0.000000,0.348535,0.254969,0.750000,0.625000,0.428571,0.261107,1.000000,1.000000,0.733922,1.000000,0.806699,1.000000,1.000000,1.000000,0.925067,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.805581,1.000000,0.500000,0.750000,0.000000,0.004425,0.068966,0.000000,LOW	%docid = GX028-97-4100239 inc = 1 prob = 0.931679
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.530815,0.000000,0.000000,0.000000,0.527110,1.000000,0.375000,0.125000,0.571429,1.000000,0.848911,0.831627,1.000000,0.866955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.831387,0.785241,1.000000,0.833405,0.750000,0.650000,0.000000,1.000000,1.000000,0.428571,LOW	%docid = GX039-25-15884184 inc = 0.0147890827105163 prob = 0.762604
0.078652,0.333333,0.333333,0.000000,0.069767,0.000000,0.000000,0.000000,0.000000,0.000000,0.102403,0.517939,0.546457,0.000000,0.146515,0.069225,0.375000,0.250000,0.428571,0.071770,0.938330,0.908749,0.258077,0.972959,0.642118,0.339706,0.885100,0.040888,0.718762,0.423090,0.922228,0.085346,0.000000,0.000000,0.000000,0.000000,0.955252,0.870994,0.261097,0.942331,0.500000,0.500000,0.000000,0.035610,0.034483,0.119048,NONE	%docid = GX068-03-14531552 inc = 1 prob = 0.812347
0.022472,0.333333,0.333333,1.000000,0.023256,0.000000,0.000000,0.000000,0.000000,0.000000,0.138892,0.517939,0.546457,1.000000,0.206881,0.098698,0.625000,0.000000,1.000000,0.103896,0.724272,0.000000,0.012630,0.000000,0.472882,0.283320,0.884264,0.000000,1.000000,0.535551,0.922990,0.171698,0.839901,0.000000,0.000000,0.000000,0.752023,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.169466,0.034483,0.309524,NONE	%docid = GX073-56-6312622 inc = 0.00734346415532399 prob = 0.133564
0.000000,0.333333,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.092282,0.517939,0.546457,1.000000,0.160064,0.000000,0.125000,0.000000,0.428571,0.000000,0.761186,0.228337,0.000000,0.113345,1.000000,0.460981,0.885937,0.128823,1.000000,0.535551,0.922990,0.171698,1.000000,1.000000,1.000000,1.000000,0.789292,0.229963,0.008847,0.111923,0.500000,0.475000,0.000000,0.079982,0.034483,0.023810,LOW	%docid = GX116-78-3623521 inc = 1 prob = 0.144181
0.070904,1.000000,0.625000,1.000000,0.074040,0.000000,0.000000,0.000000,0.000000,0.000000,0.251590,1.000000,0.899387,1.000000,0.295848,0.059363,1.000000,0.800000,0.142857,0.060784,0.802721,0.806617,0.878667,0.849912,1.000000,0.798026,1.000000,0.843393,0.759818,0.935099,0.997959,0.830110,1.000000,1.000000,1.000000,1.000000,0.810707,0.815180,0.883516,0.859973,0.333333,0.121212,0.000000,0.159395,0.968750,0.627907,HIGH	%docid = GX014-33-9161979 inc = 0.0296422387538531 prob = 0.951026
0.023198,0.000000,1.000000,0.000000,0.024243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.467925,0.000000,0.000000,0.042433,0.018868,0.933333,0.000000,0.042626,0.000000,0.000000,0.000000,0.021629,0.000000,0.000000,0.000000,0.000000,0.282545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX014-66-3649982 inc = 1 prob = 0.0443338
0.042071,0.333333,0.750000,0.000000,0.043638,0.000000,0.000000,0.000000,0.000000,0.000000,0.141653,0.290315,0.975281,0.000000,0.161990,0.040290,0.301887,1.000000,1.000000,0.041037,0.815462,0.820736,0.827442,0.801843,0.873407,0.926715,0.623664,0.734512,0.656750,0.879014,0.999466,0.692927,0.000000,0.000000,0.000000,0.000000,0.826872,0.830158,0.832206,0.812423,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,LOW	%docid = GX033-27-7710148 inc = 0.0146503870227473 prob = 0.726484
0.205374,0.388889,0.875000,0.000000,0.207181,0.000000,0.000000,0.000000,0.000000,0.000000,0.638970,0.317994,1.000000,0.000000,0.666578,0.196465,0.415094,1.000000,0.285714,0.197235,0.905088,0.886373,1.000000,0.867676,0.764916,1.000000,0.625186,1.000000,0.712203,0.988973,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.909100,0.894742,1.000000,0.876463,0.666667,0.424242,0.000000,0.395164,0.156250,0.139535,LOW	%docid = GX038-58-6425710 inc = 0.0437362771643122 prob = 0.963938
0.007339,0.000000,0.500000,1.000000,0.007994,0.000000,0.000000,0.000000,0.000000,0.000000,0.149808,0.000000,0.816344,1.000000,0.168450,0.001951,0.018868,0.466667,0.285714,0.002023,1.000000,1.000000,0.732576,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.995979,0.758868,0.956492,0.000000,0.000000,0.000000,1.000000,1.000000,0.742119,1.000000,0.666667,0.484848,0.000000,0.051592,0.000000,0.162791,LOW	%docid = GX046-48-13356595 inc = 1 prob = 0.715627
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.094166,0.000000,0.000000,0.000000,0.103249,0.000000,0.000000,0.333333,0.285714,0.000000,0.083783,0.108144,0.059448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085932,0.089475,0.053695,0.000000,0.333333,0.242424,0.000000,0.045226,0.031250,0.023256,NONE	%docid = GX052-25-13309168 inc = 0.00454644672113498 prob = 0.0187394
1.000000,0.055556,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.055475,0.000000,0.000000,1.000000,1.000000,0.075472,0.000000,0.428571,1.000000,0.732964,0.704215,0.813554,0.718775,0.449967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.738871,0.710985,0.814333,0.728254,0.333333,0.212121,0.000000,0.048945,0.000000,0.000000,LOW	%docid = GX251-54-11260603 inc = 1 prob = 0.313082
0.042904,0.000000,0.250000,1.000000,0.039735,0.000000,0.000000,0.000000,0.000000,0.000000,0.631801,0.000000,0.394459,1.000000,0.699171,0.038543,0.066667,0.800000,0.000000,0.039334,1.000000,0.838162,0.694771,0.700817,0.000000,0.000000,0.000000,0.000000,0.231613,0.000000,0.017909,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.815412,0.707932,0.700968,0.000000,0.100000,0.000000,1.000000,1.000000,1.000000,HIGH	%docid = GX003-60-1370692 inc = 1 prob = 0.679965
0.026403,1.000000,1.000000,1.000000,0.039735,0.000000,0.000000,0.000000,0.000000,0.000000,0.084651,0.580618,0.802915,0.553370,0.167555,0.000707,0.200000,1.000000,0.500000,0.003544,0.075420,0.520243,0.098295,0.341949,0.580618,0.150237,0.000000,0.338111,0.404627,0.370435,0.000000,0.805304,0.509073,0.000000,0.000000,0.000000,0.099617,0.487454,0.159995,0.361999,0.500000,1.000000,0.000000,0.084430,0.016129,0.000000,NONE	%docid = GX004-39-15991658 inc = 0.00190642642323411 prob = 0.0904388
